ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_378,1,Участник мероприятия,Аналитический контроль; ,Ведущий инженер по ремонту,Инженер,сен.19,Акционерное общество «Федеральный научно-производственный центр «Производственное объединение «Старт» имени М.В.Проценко»,,1996-01-24,,,,,,34.36680258914629,,0,,,
ФИО_258,1,Участник мероприятия,Электромонтаж; ,Ведущий инженер,Инженер,2007-04-12,"""АО """"Атомстройэкспорт""""""",,17.01.1993,2019-07-22,,,,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",34.306059542975575,,0,,,
ФИО_460,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Электрогазосварщик,,"11,2",ОБНИНСКИЙ ИНСТИТУТ АТОМНОЙ ЭНЕРГЕТИКИ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЯДЕРНЫЙ УНИВЕРСИТЕТ «МИФИ»,Управление качеством,1992-06-13,2015-10-26,,,,,10.792432002020936,,0,,,
ФИО_388,1,Участник мероприятия,Программные решения для бизнеса; ,Сменный лаборант химического анализа,,2016-07-06,"АО ""Атомстройэкспорт""",,1983-09-23,,,,,,8.211776819124397,,0,,,
ФИО_307,0,Участник мероприятия,Инженер-технолог машиностроения; ,лаборант иследователь,,02.2000,"""Публичное акционерное общество """"Приаргунское производственное горно-химическое объединение""""""",,1992-09-28,,,,,,26.84295898925229,,0,,,
ФИО_631,0,Участник мероприятия,Информационная безопасность; ,Инженер-проектировщик 3 категории,,,Филиал АО ''Концерн Росэнергоатом'' ''Белоярская атомная станция'',,,,,,,,34.955489603721844,0.1841393025283668,0,17.369046704309426,1.5525701926536064,
ФИО_615,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,,,2020-01-09,"""АО """"Государственный специализированный проектный институт""""""",,2001-04-11,,,,,,0.0,,0,,,
ФИО_46,0,Участник мероприятия,Сварочные технологии; ,Ведущий инженер по качеству,,03.2016,Филиал АО ''Концерн Росэнергоатом'' ''Калининская атомная станция'',Инженер-конструктор,1998-08-09,2019-04-01,,,,,18.19605647972042,0.01326974913740775,0,29.019660883876277,1.280573798692204,2.380341103773724
ФИО_386,0,Участник мероприятия,Геодезия; ,мастер участка,,мар.14,"Акционерное общество  Научно-исследовательский институт Научно-производственное объединение ""ЛУЧ""",,1997-12-21,2021-04-23,Высшее;Среднее техническое,ИрГУПС,,Нет,11.638005747783065,0.1352160125403286,0,35.54259031226306,,
ФИО_289,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Ведущий инженер-сметчик,,,"""АО """"Сибирский химический комбинат""""""",,,,Высшее,,,,18.52038208639182,,0,,,
ФИО_144,0,Участник мероприятия,Мехатроника; ,начальник группы,,,"""ФГУП """"Российский федеральный ядерный центр–Всероссийский научно- исследовательский институт экспериментальной физики"""" (ФГУП """"РФЯЦ-ВНИИЭФ"""")""",,26.11.1996,,,,,,17.60570486204827,,0,,,
ФИО_226,1,Участник мероприятия,Управление жизненным циклом; ,Инженер-конструктор 3 категории,,,"""АО """"Центральное конструкторское бюро машиностроения""""""",,,,,,,,0.0,0.0,0,27.44168319991449,,
ФИО_185,0,Участник мероприятия,Аналитический контроль; ,инженер-проектировщик 1 категории,Инженер,2010-06-26,"АО""КОНЦЕРН ТИТАН-2"" филиал ""СУС""",Программист,1999-02-18,2019-07-22,,,,,0.0,,0,,,
ФИО_207,0,Участник мероприятия,Промышленная механика и монтаж; ,Инженер-электроник,,янв.13,"АО ""МСЗ""",,,,,,,,17.427417415264465,,0,,,
ФИО_512,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Лаборант химического анализа 5 разряда,Инженер,2011-11-19,ФГУП Комбинат Электрохимприбор,,1999-02-18,2021-05-14,среднее профессиональное,ИрГУПС,2015;2014,Машины и обработка металлов давлением;Автоматизация технологических процессов и производств,0.0,,0,,,
ФИО_53,0,Участник мероприятия,Геодезия; ,,,07.2011,"""ФГУП """"ПО""""Маяк""""""",,1990-04-12,,Высшее,,2006,,18.21565129119739,0.19960624933414006,0,24.46331329328286,,
ФИО_394,0,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер по метрологии,,2019-07-01,"Отдел разработки вспомогательного оборудования ГЦ, ООО ""НПО ""Центротех""",,2000-08-11,,,,,,0.0,0.05123953936441136,0,36.68564748948021,,
ФИО_570,0,Участник мероприятия,Программные решения для бизнеса; ,,Инженер,янв.13,Завод 156,,1995-09-29,,,,,,0.0,0.09270754447286679,0,29.31658039847371,1.3345066171500477,2.1431997380662486
ФИО_150,0,Участник мероприятия,Радиационный контроль; ,главный эксперт,,02.09.2019,"""ФГУП """"Российский Федеральный Ядерный Центр - Всероссийский научно-исследовательский институт технической физики имени академика Е.И. Забабахина""""""",,1981-01-26,,,,,,46.67456454581361,0.17432204516552846,0,30.525704084129885,1.0848396323932474,2.502026509791652
ФИО_435,0,Участник мероприятия,Программные решения для бизнеса; ,токарь,,2016,Акционерное общество Атомспецтранс Озерский филиал,нет в предлагаемом списке,1992-06-27,,,,,,29.529283922628963,0.08120972522646143,0,28.214639525955178,,
ФИО_359,0,Участник мероприятия,Работы на токарных универсальных станках; ,Электромонтёр по обслуживанию электрооборудования электростанций,Инженер,08.2010,"АО ""КОНЦЕРН ТИТАН-2""",,18.02.1987,,,,,,89.0,,0,,,
ФИО_658,0,Участник мероприятия,Радиационный контроль; ,Инженер конструктор 2 категории,,2019-06-10,АО Цифровые платформы и решения умного города,,2001-08-13,14.11.2005,,,,,56.64903796805387,,0,,,
ФИО_35,0,Участник мероприятия,Электроника; ,Инженер-электроник,Нет,,Филиал АО ''Концерн Росэнергоатом'' ''Курская атомная станция'',Радиационный контроль,1990-07-31,2012-02-09,,,,,0.0,,0,,,
ФИО_371,0,Участник мероприятия,Управление жизненным циклом; ,Водитель спецавтомобиля,,2012-05-07,"""Акционерное общество """"Русатом автоматизированные системы управления""""""",,,2016,,,,,0.0,,0,,,
ФИО_424,1,Участник мероприятия,Сетевое и системное администрирование; ,Эл.слесарь по ремонту автоматики и средств измерений эл.станций,Нет,2016-10-10,ФГУП РФЯЦ-ВНИИЭФ,Радиационный контроль,1999-02-18,2021-05-14,Высшее,,2024,,33.567698814959016,0.09891242434853725,0,40.03501008451563,1.3912138333822799,2.3178123242789996
ФИО_539,0,Участник мероприятия,Охрана труда; ,инженер по качеству 1 категории,,2001-07-01,"Филиал АО ""Концерн Росэнергоатом ""Курская атомная станция""",,1974-07-03,,,,,,23.72503608084328,,0,,,
ФИО_654,0,Участник мероприятия,Инженерное мышление. Каракури; ,инженер,,2006-01-16,ФГУП ПО Маяк,,,2004-10-01,,,,,14.653194821324176,,0,,,
ФИО_96,0,Участник мероприятия,Технологии композитов; ,главный специалист,,авг.07,"""ПАО """"Ковровский механический завод""""""",,1991-03-06,,,,,,39.98419573479375,0.0,0,27.532579219368927,,
ФИО_461,1,Участник мероприятия,Радиационный контроль; ,Лаборант,,2011-09-01,Озёрский Технический Колледж,,1993-02-18,,,,,,19.296576448132107,,0,,,
ФИО_354,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Мастер 1 группы,,2014-07-01,Акционерное общество «Русатом Инфраструктурные решения»,,01.02.1989,Нету,,,,,8.722388209933804,0.060589966163529706,0,32.77504650424488,,
ФИО_153,0,Участник мероприятия,Сметное дело; ,,Специалист (рабочие специальности),2020,Артем Александрович Бондаренко,Охрана труда,1989-04-12,02.08.2021,,,,,7.407840741595354,,0,,,
ФИО_317,0,Участник мероприятия,Работы на токарных универсальных станках; ,Ведущий инженер-проектировщик,,Учусь,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙМЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,03.06.2000,02.04.2001,,,,,38.041538882512455,0.11207657027528672,0,33.53264229669005,1.252533280454511,2.0454792357989398
ФИО_396,0,Участник мероприятия,Программные решения для бизнеса; ,Ведущий инженер строительного контроля,Инженер,2021-02-02,"АО ""Концерн Росэнергоатом"", филиал ""Курская атомная станция"", Управление капитального строительства Курской АЭС-2",Вывод из эксплуатации объектов использования атомной энергии,1994-08-23,2021-02-14,,,,,0.0,,0,,,
ФИО_364,1,Участник мероприятия,Бетонные строительные работы; ,Инженер-технолог 1 категории,Инженер,"10,2012",ВИТИ НИЯУ МИФИ,,1985-05-19,2021-12-24,,,,,38.13317898993351,,0,,,
ФИО_224,0,Участник мероприятия,Работы на токарных универсальных станках; ,Дозиметрист,,2010-12-12,"Федеральное государственное унитарное предприятие ""Производственное объединение ""Маяк""",,,2003-02-06,,,,,22.852508642209443,,0,,,
ФИО_609,0,Участник мероприятия,Сетевое и системное администрирование; ,,,09.2001,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,020219871987-02-02,2021-12-01,,,,,15.626759294088593,,0,,,
ФИО_310,0,Участник мероприятия,Радиационный контроль; ,-,,,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1999-03-07,,,,,,23.81755937663031,0.1589336823292511,0,21.88347043034117,,
ФИО_6,0,Участник мероприятия,Программные решения для бизнеса; ,Ведущий эксперт,,2011-10-06,"АО ""Ангарский электролизный химический комбинат""",,,,,,,,19.90094282930073,0.0,0,33.09808510901791,1.0,2.8519333694802755
ФИО_374,0,Участник мероприятия,Информационная безопасность; ,"Лаборант химического анализа, 5 разряд",,,Национальный Исследовательский Томский Государственный университет,,29.07.1999,,,,,,16.022364195653513,,0,,,
ФИО_608,0,Участник мероприятия,Промышленная механика и монтаж; ,Ведущий инженер по ремонту,Руководитель,1992-10-01,"""Акционерное общество """"Сибирский Химический Комбинат""""""",,03.09.1996,2020-06-12,,,,,45.86411897056168,,0,,,
ФИО_297,0,Участник мероприятия,Машинное обучение и большие данные; ,Мастер,,2009-09-21,"""АО """"Атомстройэкспорт""""""",,1995-07-02,2010-01-18,,,,,25.89426090440121,0.0,0,33.24390311443615,,
ФИО_148,0,Участник не в оценке,Водитель спецавтомобиля; ,,Нет,2020-03-05,"АО ФЦНИВТ СНПО ""ЭЛЕРОН""",Радиационный контроль,1992-01-07,2019,,,,,0.0,,0,,,
ФИО_400,0,Участник мероприятия,Инженерное мышление. Каракури; ,слесарь по КИПиА,,2014-03-04,"""ООО """"НПО""""Центротех""""""""""",,,,,,,,0.0,,0,21.04371306783893,,
ФИО_599,1,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Главный специалист по технологическим системам машинного зала,,05.2017,"""АО """"РИР"""" филиал в г. Озерске""",,1991-05-08,2021-06-25,,,,,76.1352952292991,0.06776974238097003,0,44.34172025921385,,
ФИО_203,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Инженер-конструктор I категории,,2010-03-18,Уральский технологический колледж филиал НИЯУ МИФИ,нет в предлагаемом списке,,2017-10-20,,,,,6.668465859456955,,0,38.29138602690375,,
ФИО_355,0,Участник мероприятия,Электромонтаж; ,Нет,,01.2021,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,1997-06-30,04.2021,,,,,49.97735534837318,0.10200163892871061,0,30.75884752247588,,
ФИО_109,0,Участник мероприятия,Охрана окружающей среды; ,Электромонтер по ремонту и обслуживанию электрооборудования,Нет,,АО «Гринатом»,,,,,Национальный исследовательский ядерный университет «МИФИ»,,,35.029006119263194,0.1265341008946644,0,33.71088822265462,,
ФИО_329,0,Участник мероприятия,Инженерное мышление. Каракури; ,начальник группы,,1979-06-10,АО «Инжиниринговая компания «АЭМ-технологии»,нет в предлагаемом списке,1975-04-14,2009-06-30,,,2016,,0.0,0.07220952644144549,0,30.476118015483358,,
ФИО_263,0,Участник мероприятия,Аналитический контроль; ,начальник группы,Инженер,май.06,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Национальный исследовательский уни",,1986-10-18,17.01.2022,,,,,31.31262353896991,0.0,0,32.236854579793615,,
ФИО_2,1,Участник мероприятия,Инженер-конструктор; ,Ведущий инженер,,09.2008,"""АО """"Ордена Трудового Красного Знамени и ордена труда ЧССР - опытное конструкторское бюро """"ГИДРОПРЕСС""""""",,23.05.1986,,,,,,15.876735724338111,0.038345570401169614,0,32.770001017863066,,
ФИО_235,0,Участник мероприятия,Управление жизненным циклом; ,разработчик,,02.2013,"Акционерное общество ""Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""",,1986-09-15,2021-04-23,,,,,16.052532940257393,,0,,,
ФИО_349,1,Участник мероприятия,Управление жизненным циклом; ,,Специалист (рабочие специальности),2016-07-31,Акционерное общество Хиагда,,1984-08-23,2012-05-07,,,,,0.0,,0,,,
ФИО_530,0,Участник мероприятия,Работы на токарных универсальных станках; ,ведущий геодезист,,2007-01-01,"""Филиал АО """"Концерн Росэнергоатом"""" """"Нововорнежская АЭС""",Инженерное проектирование,30.08.1996,1993-05-19,,,,,62.964215208337784,,0,,,
ФИО_218,0,Участник мероприятия,Охрана труда; ,Инженер-конструктор,,1992-10-01,"""Филиал АО """"Концерн Росэнергоатом"""" Белоярская АЭС""",,1985-05-19,2018-06-04,,,,,2.632317052407231,0.0,0,25.07782138034757,,
ФИО_645,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по качеству,,2016-10-10,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,Инженер-конструктор,08.09.1974,2021-05-14,,,,,21.903595791034437,,0,,,
ФИО_237,0,Участник мероприятия,Квантовые технологии; ,Студент,,2019-02-14,"АО ""Цифровые платформы и решения Умного города""",,1990-08-30,2019-10-17,Высшее;Высшее,Санкт-Петербургский государственный архитектурно-строительный университет,2015;2014,Эксплуатация железных дорог,7.371229959791359,,0,35.47445513096127,,
ФИО_480,1,Участник мероприятия,Инженерное мышление. Каракури; ,руководитель производственно-технической группы,,10.10.2021,"ФГУП ""Комбинат ""Электрохимприбор""",,1998-02-13,,,ИАТЭ НИЯУ МИФИ,,химическая физика,19.570983403152116,0.16064634979863734,0,39.26162134437412,,
ФИО_513,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,инженер по охране окружающей среды Группа экологической инспекции,,12.03.2018,"Уральский технологический колледж, филиал НИЯУ МИФИ",,11.01.2002,,,,,,33.85848493466561,0.0,0,29.14280007352931,,
ФИО_212,0,Участник мероприятия,Инженер-технолог машиностроения; ,Инженер-технолог 2 категории,,авг.16,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КОНСИСТ - ОПЕРАТОР СВЯЗИ"" ""БЕЛОЯРСКИЙ""",,,2000-05-15,,,,,74.01691395342412,0.2374949253749594,0,37.823527412892155,,
ФИО_454,0,Участник мероприятия,Инженерное проектирование; ,Инженер-физик,,июл.1215.01.2015,Филиал АО ''Концерн Росэнергоатом'' ''Кольская атомная станция'',,,2019-06-10,,,,,0.0,0.0,0,38.656187486161826,1.0,1.5505274170909944
ФИО_500,1,Участник мероприятия,Мехатроника; ,Плотник,,,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «ГОРНО-ХИМИЧЕСКИЙ КОМБИНАТ»,,,,,,,,9.265080225213312,,0,,,
ФИО_266,1,Участник мероприятия,Мехатроника; ,начальник отдела,,,Акционерное общество Чепецкий механический завод,,,,,,,,13.923649460358332,,0,,,
ФИО_372,0,Участник мероприятия,Промышленная автоматика; ,ведущий инженер,,2000-07-28,Фгуп по маяк,нет в предлагаемом списке,1986-09-19,2021-03-18,,,,,11.172829561687909,,0,,,
ФИО_384,0,Участник мероприятия,Инженер-конструктор; ,Эл.слесарь по ремонту автоматики и средств измерений эл.станций,,июл.08,Артем Резников,,11.05.1996,,,,,,15.130897194871492,,0,,,
ФИО_576,0,Участник мероприятия,Управление жизненным циклом; ,Экономист по планированию,,0,Завод 23 цех промышленного водоснабжения,,01.08.1989,2021-11-01,,,,,0.0,0.0,0,40.97256775772952,,
ФИО_103,1,Участник мероприятия,Аналитический контроль; ,Оператор станков с ЧПУ,,08.2017,ФГУП РФЯЦ ВНИИЭФ,,2004-06-18,2017,,,,,37.46746059970882,0.16672537174940244,0,38.09927082936592,1.1375383364028702,1.9840346530033162
ФИО_84,1,Участник мероприятия,Водитель спецавтомобиля; ,Инженер,,2007-08-10,Федеральное государственное унитарное предприятие «производственное объединение «Маяк»,,,,,,,,35.429106736524695,,0,28.38277150241164,,
ФИО_220,0,Участник мероприятия,Сварочные технологии; ,Сменный лаборант химического анализа,,20.11.2017,"""АО """"Ангарский электролизный химический комбинат""""""",,1983-03-18,2018-03-21,,,,Химическая технология материалов современной энергетики,29.563059706732517,0.06872089389575424,0,32.41767666592645,,
ФИО_159,0,Участник мероприятия,Технологии композитов; ,Ведущий специалист,Инженер,2002-11-14,АО «Инжиниринговая компания «АЭМ-технологии»,,2000-10-26,2020-01-09,,,,,30.035008755422417,0.14796734352814778,0,39.960574959749664,,
ФИО_194,0,Участник мероприятия,Инженерное мышление. Каракури; ,Ведущий инженер управления с роительного контроля группы технического надзора,,2013-07-06,Институт Атомной Энергетики Национальный Исследовательский Ядерный Университет «МИФИ»,,,,,,,,40.19745633823979,0.07841857167843103,0,21.037880483141365,,
ФИО_413,1,Участник мероприятия,Бетонные строительные работы; ,Начальник группы,,июн.16,Санкт-Петербургский государственный университет аэрокосмического приборостроения ,,1981-01-26,,,,,Электроэнергетика и электротехника,2.2581533023667433,,0,,,
ФИО_273,0,Участник мероприятия,Информационная безопасность; ,студент,,2005-09-12,"""АО """"ОКБМ Африкантов""""""",Управление качеством,28.07.1993,,,,,,0.0,0.0,0,39.24153769305196,,
ФИО_278,0,Участник мероприятия,Сварочные технологии; ,ведущий специалист,Инженер,03.2018,"Химико-металлургический завод 20, Участок ремонта наружных электросетей и электрооборудования цехов",,,2020-06-05,,,,,15.613605028901649,0.04476601103533463,0,29.07823351216848,1.3363288933994621,1.9360507309431494
ФИО_621,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Нет,,2005-12-25,"""АО """"Высокотехнологический научно-исследовательский институт неорганических материалов имени академика А.А. Бочвара""""""",,2001-02-19,2022-01-10,,,2022,,0.0,0.07596971440429393,0,27.024457289990245,,
ФИО_284,0,Участник мероприятия,Водитель спецавтомобиля; ,Начальник отдела строительного контроля,,2017,"""АО """"Высокотехнологический научно-исследовательский институт неорганических материалов имени академика А.А. Бочвара""""""",,2001-08-02,,,,,,34.66054264298671,0.1336901979657794,0,32.40424826421288,1.1399558131608778,2.1562451461549217
ФИО_45,1,Участник мероприятия,Охрана труда; ,Лаборант химического анализа 5 разряда,,0,"""ФГУП """"ПО """"Маяк""""""",,1997-02-18,,,,,,0.0,0.0,0,34.868542391297986,,
ФИО_236,0,Участник мероприятия,Геодезия; ,Лаборант химического анализа 6 разряда,,2019-01-15,АО «Инжиниринговая компания «АЭМ-технологии»,,1986-04-10,,,,,,0.0,0.11942523649314743,0,23.813448396254948,1.153382110662435,1.366263567908288
ФИО_473,0,Участник мероприятия,Работы на токарных универсальных станках; ,Оператор станков с ЧПУ,,1991-09-01,АО Цифровые платформы и решения умного города,,1992-07-06,,,,,,72.52148407627334,0.14575359283529143,0,24.485370599615248,,
ФИО_135,0,Участник мероприятия,Программные решения для бизнеса; ,Слесарь по контрольно измерительным приборам и автоматике,,03.10.2005,БИТИ НИЯУ МИФИ,,,2003-02-06,Высшее,,,,0.0,,0,36.954855589807735,,
ФИО_453,0,Участник мероприятия,Охрана окружающей среды; ,Ведущий инженер-технолог,Инженер,2022-01-24,"""АО """"Хиагда""""""",Инженерное проектирование,1999-01-26,2021-05-14,,,,,0.0,0.0,0,43.40288739643401,,
ФИО_319,0,Участник мероприятия,Информационная безопасность; ,Инженер-электроник,,дек.18,нижнетагильский металлургический комбинат ,,14.12.1986,2019-04-01,,,,,34.294607636713216,,0,,,
ФИО_442,0,Участник мероприятия,Электроника; ,Ведущий инженер,,2017-08-25,"""АО """"ЕВРАЗ ОБЪЕДИНЕНЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,25.09.1986,2017-08-01,,,,,42.91594082095649,0.017916528884437607,0,30.85678894126189,,
ФИО_352,0,Участник мероприятия,Аналитический контроль; ,Экономист по планированию,,май.12,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИБОРОСТРОИТ",Информационная безопасность,05.10.2002,2012-05-02,,,,,67.8819502770049,0.1481341523593953,0,29.848563254545482,1.6076445460726263,
ФИО_176,0,Участник мероприятия,Электроника; ,Электромонтер,,06.2013,СГТ 037,,2000-11-22,2019-02-14,,,,,17.799913572348533,,0,,,
ФИО_693,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по качеству,,05.2015,СГТ 037,,1991-03-06,2018-03-12,,,,,0.2930318004985999,0.03531666780181644,0,23.123772489438128,,
ФИО_402,0,Участник мероприятия,Управление жизненным циклом; ,,,2018-11-05,Трестросспецэлектромонтаж,,1999-02-18,2021-04-23,Высшее,,,,0.0,,0,,,
ФИО_280,0,Участник мероприятия,Управление жизненным циклом; ,Инженер,,2012-08-01,"""АО """"Ангарский электролизный химический комбинат""""""",,2001-03-20,2013-09-27,Высшее;Высшее,ИрГУПС,2018,Эксплуатация железных дорог,12.923277028158179,,0,,,
ФИО_125,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер-проектировщик 2 категории,,апр.06,Ленинградская атомная электростанция,,1999-11-22,1993-09-01,Высшее,,,,25.641300686463598,,0,,,
ФИО_589,0,Участник мероприятия,Информационная безопасность; ,Водитель,,,-,,1995-03-24,15.01.2015,,,,,5.369695970858846,0.04344841999595821,0,27.463616294224323,,
ФИО_267,0,Участник мероприятия,Охрана труда; ,Инженер,,,"""ФГУП """"Горно-химический комбинат""""""",,1990-07-31,2012-02-09,,,,Эксплуатация железных дорог,1.6293811078762523,0.13443590318409893,0,31.090452480055948,1.71689865047923,2.154870667897666
ФИО_74,0,Участник мероприятия,Промышленная механика и монтаж; ,,Нет,,"АО ""Гринатом""",Электроника,,2020-11-02,,,,,0.0,0.09985316884625117,0,26.53767545940529,,
ФИО_418,0,Участник мероприятия,Электромонтаж; ,Специалист,Инженер,08.2002,АО «АТОМПРОЕКТ»,,1994-06-03,2018-05-03,,,,,54.408418112487155,0.0667072083459846,0,29.580808528675334,1.469308615106493,2.207653752908164
ФИО_248,1,Участник мероприятия,Строительный контроль; ,Инженер по проектно-сметной работе 2 категории,,2004,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,,2013-04-25,,,,,31.911251842009044,0.09040882079491597,0,42.04946858163574,1.4760870974051021,1.820369065244301
ФИО_363,0,Участник мероприятия,Электроника; ,Ведущий специалист,,07.2019,АО Инжиниринговая компания «АСЭ» (АО ИК «АСЭ»),нет в предлагаемом списке,23.02.1984,2019-11-01,,,,,32.04614566524418,,0,37.436871642724086,,
ФИО_80,0,Участник мероприятия,Управление жизненным циклом; ,,,"11,2","АО ""КОНСИСТ-ОС""",,1977-07-16,2019,,,,,0.0,,0,,,
ФИО_167,0,Участник мероприятия,Аналитический контроль; ,-,Нет,06.2005,АО «Государственный специализированный проектный институт»,,1999-06-20,2013-07-02,,,,,20.187558185159748,,0,,,
ФИО_681,0,Участник мероприятия,Промышленная механика и монтаж; ,,,2019-04-01,"АО""КОНЦЕРН ТИТАН-2"" филиал ""СУС""",,2001-01-11,,,,,,0.0,0.032345215664729615,0,23.016848780799997,,
ФИО_238,1,Участник мероприятия,Инженерное проектирование; ,Оператор станков с ЧПУ,,,"""Акционерное общество """"Институт реакторных материалов""""""",,23.06.1986,,,,,,3.2468436121788553,,0,,,
ФИО_518,1,Участник мероприятия,Электромонтаж; ,Монтажник радиоэлектронной аппаратуры и приборов 5 разряд,Специалист (рабочие специальности),2016-10-10,ФГАОУ ВО «Национальный исследовательский ядерный университет «МИФИ»,Радиационный контроль,27.01.1991,2020-01-10,,,,,50.06059897410333,,0,,,
ФИО_193,0,Участник мероприятия,Инженер-конструктор; ,инженер по радиационной безопасности 2 категории,,02.08.2021,"""АО """"Сибирский химический комбинат""""""",,,,,ФГАОУ ВО «ЮУрГУ (НИУ),,,4.312483966699396,,0,29.668107003388798,,
ФИО_353,0,Участник мероприятия,Программные решения для бизнеса; ,Инженер по АСУП 1 категории,,2020-03-05,"Филиал АО ""КОНСИСТ-ОС"" ""Кольский""",,1999-02-18,20022022,,,,,2.1776737392699363,0.08219579573371302,0,27.164140565425697,1.319980377528974,1.9606627052987478
ФИО_229,0,Участник мероприятия,Радиационный контроль; ,инженер-технолог,,2007-10-01,Департамент информационных технологий ГХК,,1984-11-07,,,ОТИ НИЯУ МИФИ,,,31.325202103574128,,0,,,
ФИО_423,0,Участник мероприятия,Управление качеством; ,Ведущий специалист,,апр.08,"""АО """"Атомэнергопроект""""""",,29.11.1987,2016-07-06,,,,,0.0,0.0,0,31.464886926107795,1.2235604154638933,1.8420312745857825
ФИО_370,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,слесарь-ремонтник,,05.2021,Калининском Атомная Электростанция,Токарные / Фрезерные работы на станках с ЧПУ,,2022-07-01,,,,,0.0,,0,,,
ФИО_597,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по автоматизированным системам управления производством,,04.2018,АО ОКБМ АФРИКАНТОВА ,,22.06.1992,2021-09-14,,,,,0.0,0.027536302299546248,0,28.84003229044272,,
ФИО_403,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,-,,07.12.2016,Озерский технический колледж,,,2017-12-18,среднее профессиональное,ГАПОУ СО УРТК им. А.С.Попова,2010,"Подъемно-транспортные, строительные, дорожные машин и оборудование",0.7227017727910727,0.18327221318894593,0,33.5982915369363,,
ФИО_488,0,Участник мероприятия,Водитель спецавтомобиля; ,Студент,,1991-09-01,"""ФГУП """"ПО """"Маяк""""""",,1995-03-24,,,,,,32.85691304356911,0.17606632694693441,0,22.732394530840537,1.1131395718126844,2.029585664112411
ФИО_173,0,Участник мероприятия,Сметное дело; ,Лаборант химического анализа 5 разряда,,2022-02-21,ОБПОУ Курский монтажный техникум,,1986-10-06,2002,,,,,50.35422290582022,,0,,,
ФИО_592,1,Участник мероприятия,Аналитический контроль; ,Инженер-проектировщик,Инженер,2022-01-24,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,Вывод из эксплуатации объектов использования атомной энергии,1999-07-31,28.05.2014,,"ФГОУ ВПО ""Северская государственная технологическая академия""",,15.02.04 Специальные машины и устройства,42.27214563413134,0.07730600980493803,0,30.634127782660418,,
ФИО_595,0,Участник мероприятия,Промышленная механика и монтаж; ,Главный специалист,,2004,ОАО РЖД дистанция гражданских сооружений ,,1994-09-02,2022-01-10,,,,,4.352086682747185,,0,,,
ФИО_39,1,Участник мероприятия,Инженер-конструктор; ,Лаборант радиохимического анализа,Инженер,ноя.16,"""АО """"Сибирский химический комбинат""""""",,25.12.1990,,,,,,5.159681189525418,,0,35.0986552495428,,
