ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_468,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Дозиметрист ОРБ,,2021-01-25,Специализированный научно исследовательский институт приборостроения,нет в предлагаемом списке,1998-01-22,2021-12-09,,,,Технология машиностроения,5.313965659792435,,0,,,
ФИО_298,1,Участник мероприятия,Охрана окружающей среды; ,инженер-технолог,,06.2011,Акционерное общество «КОНЦЕРН ТИТАН-2»,,07.01.1984,2017,,,,,37.82556713342253,0.2429177698793887,0,34.483342184321764,1.0462068452731004,2.496787960722639
ФИО_313,0,Участник мероприятия,Промышленная механика и монтаж; ,-,,янв.99,Никимт атомстрой,,1997-02-18,Нет,,,,,20.46749556320746,,0,,,
ФИО_88,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Электромонтер по ремонту и обслуживанию электрооборудования,,,Национальный исследовательский ядерный университет «МИФИ»,,,,,,,,0.0,,0,,,
ФИО_278,0,Участник мероприятия,Управление жизненным циклом; ,Дозиметрист,,2020-01-09,АО «Атомэнергопроект»,Промышленная автоматика,,2022,,Национальный исследовательский ядерный университет «МИФИ»,,,0.0,,0,,,
ФИО_434,1,Участник мероприятия,Программные решения для бизнеса; ,Специалист по внутренним и внешним коммуникациям,,авг.16,ФГУП ПО МАЯК ПМЗ ЦИНО,,,2019-04-01,,,,,6.840029710296145,0.0,0,39.623421418257735,,
ФИО_86,0,Участник мероприятия,Инженер-конструктор; ,Главный специалист,,авг.16,АО «Русатом Оверсиз»,,15.12.1997,,,,,,0.0,,0,,,
ФИО_224,0,Участник мероприятия,Сетевое и системное администрирование; ,Ведущий инженер-проектировщик,Специалист (рабочие специальности),июл.12,Национальный Исследовательский Томский Государственный университет,,,2019-06-10,,,2019,,6.13671021631067,0.027486657655273285,0,40.75203702720685,,
ФИО_628,0,Участник мероприятия,Строительный контроль; ,Инженер - конструктор,,08.2009,"""Акционерное общество """"Институт реакторных  материалов""""""",,1978-03-25,2009-03-10,,,,,17.437114452295358,0.07516174307444609,0,33.930952091038094,,
ФИО_373,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Водитель автобетоносмесителя,,2022-03-09,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИБОРОСТРОИТ",Неразрушающий контроль,,,,,,,0.0,,0,37.06357940928423,,
ФИО_365,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Начальник-группы,Инженер,02.09.2019,"""АО """"Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""""""",,1992-09-28,,,,,,27.994199031615256,,0,,,
ФИО_238,0,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер по качеству,,09.2020,"""АО Инжиниринговая компания """"АСЭ""""""",нет в предлагаемом списке,20.06.1983,2019-03-11,,,,,6.723426613327149,0.02105354076025273,0,43.5129024735855,,
ФИО_533,0,Участник мероприятия,Управление качеством; ,Главный специалист,,2014-07-14,Снежинкий физико-технический институт НИЯУ МИФИ,,1999-02-18,,,,,,0.0,0.08358931097902463,0,23.215597306995456,,
ФИО_362,0,Участник мероприятия,Промышленная механика и монтаж; ,Начальник группы,Инженер,1994-07-31,"""АО Инжиниринговая компания """"АЭМ-технологии""""",Радиационный контроль,,2003-02-22,,,,,43.762951395884485,0.05254096325969048,0,31.9772741388968,1.5970009222873884,1.7951683113072414
ФИО_130,0,Участник мероприятия,Бетонные строительные работы; ,Инженер проектировщик 2 категории,,,Филиал АО ''Концерн Росэнергоатом'' ''Белоярская атомная станция'',,1991-02-23,1993-09-01,,,,,40.36859559253712,,0,,,
ФИО_33,0,Участник мероприятия,Сварочные технологии; ,Специалист 2 категории,,2022,АО «Инжиниринговая компания «АЭМ-технологии»,,,,,,,,17.09375499999853,0.0,0,36.066941331871945,,
ФИО_472,0,Участник мероприятия,Охрана окружающей среды; ,главный специалист отдела ООС,Специалист (рабочие специальности),2012-07-18,Акционерное общество Чепецкий механический завод,Радиационный контроль,1981-07-05,2010-01-01,,,,,36.97622918180181,0.11206590143922748,0,31.617612271188175,,
ФИО_624,0,Участник мероприятия,Аналитический контроль; ,Мастер,,2016-10-10,"""АО """"Концерн ТИТАН-2""""""",,1999-02-18,2015-09-14,,,,,20.402036705813522,,0,25.69415652119593,,
ФИО_598,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Лаборант химического анализа 5 разряда,,,"""Акционерное общество """"Цифровые платформы и решения умного города""""""",,1983-08-07,2020-02-03,,,,,12.414872960033168,,0,,,
ФИО_66,0,Участник мероприятия,Охрана труда; ,,,"11,2",Акционерное общество «Русатом Автоматизированные системы управления»,нет в предлагаемом списке,1978-04-29,2021-08-28,,,,,25.962269128047055,0.0,0,29.448915963632004,,
ФИО_569,1,Участник мероприятия,Электромонтаж; ,Эксперт ГИП,,2016-10-10,ТИ НИЯУ МИФИ,,1984-08-23,2013-07-06,,,,,33.73582328042424,,0,,,
ФИО_220,0,Участник мероприятия,Водитель спецавтомобиля; ,Фрезеровщик,,,"АО ""Атомстройэкспорт""",,25.02.1989,,,,,,37.78411327052504,,0,,,
ФИО_399,0,Участник мероприятия,Управление жизненным циклом; ,инженер-конструктор 2 категории,,2007-02-11,Снежинский физико-технический институт Национального исследовательского ядерного университета МИФИ,,03.09.1996,,,,,,7.712475255312306,,0,,,
ФИО_351,0,Участник мероприятия,Аналитический контроль; ,Электромонтёр по ремонту и обслуживанию электрооборудования,,2016-10-10,НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЯДЕРНЫЙ УНИВЕРСИТЕТ МИФИ,Водитель,1999-02-18,2019-02-14,,,,,0.0,0.01763567067313114,0,45.399645192895576,,
ФИО_488,0,Участник мероприятия,Промышленная механика и монтаж; ,Инженер-технолог,Инженер,06.2014,АО Высокотехнологический исследовательский институт неорганических материалов,Сетевое и системное администрирование,1994-08-23,2006-01-16,,,,,0.0,,0,,,
ФИО_316,0,Участник мероприятия,Информационная безопасность; ,Оператор реакторного отделения 8 разряда,,2009-08-25,АО Чепецкий механический завод,,07.02.1989,,,,,,19.392244941847334,0.0,0,34.985129830995724,,
ФИО_381,1,Участник мероприятия,Управление жизненным циклом; ,Мастер,,,"""филиал АО """"Концерн Росэнергоатом"""" """"Опытно-демонстрационный инженерный центр по выводу из эксплуатации""""""",,1968-09-18,,,,,,0.0,,0,,,
ФИО_515,0,Участник мероприятия,Сетевое и системное администрирование; ,Инженер-конструктор,,2017-06-01,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1987-05-19,2021-09-10,,,,,19.727232892010818,,0,,,
ФИО_276,0,Участник мероприятия,Электромонтаж; ,,,2011,Подразделение Multi-D,,1999-06-04,2014-03-04,,,,,3.780486693907932,,0,,,
ФИО_707,0,Участник мероприятия,Обслуживание и ремонт оборудования релейной защиты и автоматики; ,"Инженер (по инженерно-техническим средствам физической защиты, он же администратор автоматизированной системы контроля доступом комбината), 1 категория",,1994-07-31,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1978-03-25,,,,,,78.67264631369626,0.17531756175877913,0,28.966838005156895,1.3994695772836627,1.7507415300683309
ФИО_191,0,Участник мероприятия,Машинное обучение и большие данные; ,Электромонтёр 5 разряд,,2019-09-02,"АО""КОНЦЕРН ТИТАН-2"" филиал ""СУС""",,1988-03-23,2014-06-04,,,,,33.59567092253631,0.12872287753200423,0,40.43846664972267,,
ФИО_462,1,Участник мероприятия,Технологические системы энергетических объектов; ,Эксперт по ценообразованию и сметному нормированию,,06.2011,Акционерное общество Хиагда,,020219871987-02-02,2020-03-18,Высшее,ИАТЭ НИЯУ МИФИ,2023,,5.300158949376067,,0,,,
ФИО_198,1,Участник мероприятия,Сетевое и системное администрирование; ,Электрогазосварщик,,08.2012,Акционерное общество Чепецкий механический завод,,,,,,,,8.190278191108874,0.03559866179618773,0,28.856468095806946,,
ФИО_151,0,Участник мероприятия,Промышленная автоматика; ,Каменщик,Инженер,май.12,"""АО """"Сибирский химический комбинат""""""",,,2022-07-26,,,,,27.36993903745863,,0,,,
ФИО_297,0,Участник мероприятия,Охрана труда; ,ведущий инженер-программист,,2020,"АО ""Цифровые платформы и решения Умного города""",,08.09.1974,2018-11-01,,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский политехнический университет».,2016,,12.073766397481844,,0,,,
ФИО_391,0,Участник мероприятия,Программные решения для бизнеса; ,,,07.2001,Федеральное государственное унитарное предприятие Научно-исследовательский институт Научно-производственное объединение «Луч»,,2001-08-23,2022-07-01,,,,Электроэнергетика и электротехника,26.173210684767696,0.1665471321319072,0,29.948214528284858,,
ФИО_307,1,Участник мероприятия,Управление жизненным циклом; ,Инженер-проектировщик 2 категории,Инженер,1999-08-18,"""АО """"Сибирский химический комбинат""""""",нет в предлагаемом списке,1977-05-15,2021-09-21,,БГТУ им. Д.Ф. Устинова,2020,Химическая технология материалов современной энергетики,0.0,0.13883460495239106,0,37.83897826635286,,
ФИО_375,0,Участник мероприятия,Инженер-конструктор; ,Специалист по охране труда,Инженер,2008-03-20,"АО ""КОНСИСТ-ОС""",,1996-05-03,2020-12-01,,,,,39.7381824752657,,0,,,
ФИО_310,0,Участник мероприятия,Технологии композитов; ,Ведущий инженер по ремонту,Нет,2014-07-07,Акционерное Общество Далматовский Уран,,1996-10-08,27.06.2022,,,,,68.05901061451414,,0,,,
ФИО_480,0,Участник мероприятия,Управление жизненным циклом; ,Эксперт по ценообразованию и сметному нормированию,,2019-03-04,"АО ""КОНСИСТ-ОС""",,,2017-06-15,,,,,0.0,0.05852875323678933,0,34.53766581539929,1.2649194070872853,1.7914764983520928
ФИО_382,0,Участник мероприятия,Охрана труда; ,Инженер ведущий,,2019-12-05,АО Цифровые платформы и решения умного города,,1975-04-02,02.04.2018,,,,,12.94182107790496,0.05358980728307909,0,32.966166906047306,,
ФИО_600,0,Участник мероприятия,Геодезия; ,,,02.09.2019,"""ФГУП """"Предприятие по обращению с радиоактивными отходами """"РосРАО""""""",,1985-05-19,,Высшее,ИрГУПС,2023,химическая технолоия и биотехнология,23.090977660861547,,0,,,
ФИО_183,0,Участник мероприятия,Работы на фрезерных универсальных станках; ,Лаборант химического анализа,,,"""АО """"Сибирский химический комбинат""""""",Программист,1985-08-24,2019-08-26,,,,,58.87444598133398,,0,,,
ФИО_546,0,Участник мероприятия,Радиационный контроль; ,главный эксперт,,,ФГУП ПО «Маяк»,,020219871987-02-02,,,,,,44.64420989109249,,0,,,
ФИО_363,0,Участник мероприятия,Водитель спецавтомобиля; ,Оператор ПУ,,2008-07-15,"ООО ""ЗапСибНефтехим""",,11.03.1992,,,,,,42.94047587847595,,0,,,
ФИО_467,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,лаборант иследователь,,2004,ФГУП ПО МАЯК ПМЗ ЦИНО,,1993-01-16,,,,,,12.987420040918071,0.0,0,37.247960314475776,,
ФИО_392,1,Участник мероприятия,Охрана труда; ,Инженер-химик,,07.2020,"""АО """"Атомстройэкспорт""""""",,,,Высшее ,БИТИ НИЯУ МИФИ,,металлургия цветных металлов,16.646743408636016,0.10141314714802344,0,33.96737080563188,1.1833346204102626,2.105957723070328
ФИО_421,0,Участник мероприятия,Промышленная автоматика; ,Мастер участка,,2018-09-01,ОАО «Российские железные дороги» Тюменская дистанция гражданских,,13.07.1989,,,,,,14.790874490523525,,0,,,
ФИО_176,0,Участник мероприятия,Работы на фрезерных универсальных станках; ,Инженер-технолог 1 категории,,"11,2",Национальный исследовательский ядерный университет «МИФИ»,,1993-08-11,2019-04-01,,,,,42.61490721438521,,0,,,
ФИО_441,0,Участник мероприятия,Управление качеством; ,Мастер-лаборант,,2021-01-25,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1983-03-07,,,,,,32.14140260317442,0.15589344268674463,0,25.78722960149785,,
ФИО_453,1,Участник мероприятия,Охрана окружающей среды; ,"Лаборант-рентгеногаммаграфист, 6 разряд",,сен.14,ФГУП «ПО «Маяк»,,2001-01-11,,,,,,38.41528731015673,,0,,,
ФИО_413,0,Участник мероприятия,Электромонтаж; ,Инженер ведущий,,09.2013,"Акционерное общество ""Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""",,,,,,,,6.899221824364231,0.1770066272347226,0,35.09177824614367,,
ФИО_214,1,Участник мероприятия,Бетонные строительные работы; ,Инженер-конструктор 2 категории,,,Балаковоатомэнергоремонт,,1994-08-23,2014-06-10,,,,,50.15135154708556,0.18126404558688247,0,37.805500780030364,,
ФИО_213,0,Участник мероприятия,Охрана окружающей среды; ,Слесарь по ссборке металлоконструкций 6 разряда,,ноя.16,"""ФГУП """"Комбинат """"Электрохимприбор""""""",,,,,,,,0.0,,0,,,
ФИО_246,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Главный специалист,,2020-07-20,"ФГУП ""НИТИ им. А. П. Александрова""",,1990-09-03,2014,,,2018,,7.566077310348982,0.01882717809944197,0,37.27058239526351,1.428497100398609,2.222790887018104
ФИО_288,0,Участник мероприятия,Промышленная механика и монтаж; ,,,07.2019,АО «Инжиниринговая компания «АЭМ-технологии»,,1992-02-07,2021-12-01,,,,,25.44788628223702,,0,,,
ФИО_166,0,Участник мероприятия,Инженерное проектирование; ,Инженер по качеству,Специалист (рабочие специальности),2016-10-10,"Филиал АО ""Концерн Росэнергоатом"" ""Балаковская атомная станция""",,1991-02-23,2021-05-14,,,,,26.28358385394873,0.016789301372565978,0,36.39611741411205,,
ФИО_465,1,Участник мероприятия,Промышленная автоматика; ,Инженер по качеству,,апр.12,ТТИ НИЯУ МИФИ,,2002-03-06,2019-11-18,,,,,21.922438255568657,0.14820040857415728,0,35.552375156107615,,
ФИО_184,0,Участник мероприятия,Управление качеством; ,,,2018-09-01,"Акционерное общество ""Машиностроительный завод""",,,,Высшее,,,,0.40059244779667935,,0,,,
ФИО_659,0,Участник мероприятия,Строительный контроль; ,Главный специалист,,12.03.2018,ФГУП ПО Маяк,,1983-07-11,2021-12-24,,,,,6.613328159975996,,0,,,
ФИО_403,0,Участник мероприятия,Радиационный контроль; ,Инженер-конструктор,,07.2021,"""АО Инжиниринговая компания """"АСЭ""""""",,1988-09-06,,,,,,28.452701234839964,,0,,,
ФИО_654,0,Участник мероприятия,Квантовые технологии; ,инженер-системотехник,,2016-10-10,ООО «Русатом инфраструктурные решения»,,1999-02-18,2020-01-24,,,,,62.76645438705754,,0,,,
ФИО_508,0,Участник мероприятия,Аналитический контроль; ,Инженер-конструктор II категории,,Учусь,Снежинский физико-технический институт,,29.01.1993,2021-05-14,,,,,30.994561019148506,,0,,,
ФИО_368,0,Участник мероприятия,Аддитивные технологии; ,водитель автомобиля на специальных перевозках,,2016-07-31,"""Акционерное общество """"Высокотехнологический научно-исследовательский институт неорганических материалов имени академика А.А. Бочвара""""""",,,,,,,,14.97713369762303,0.0,0,37.486336170493225,1.2587263173934817,2.5794856157925867
ФИО_25,0,Участник мероприятия,Промышленная механика и монтаж; ,Фрезеровщик,,2016,АО «ФНПЦ «ПО «Старт» им. М.В.Проценко»,,,,,,,,51.811667690636874,0.18080106997480536,0,27.938331877858037,,
ФИО_429,0,Участник мероприятия,Радиационный контроль; ,Токарь,Инженер,2012-05-30,"ФГУП ""Комбинат ""Электрохимприбор""",нет в предлагаемом списке,11.01.2002,08.2009,,,,,21.042849002221445,,0,40.88567464667733,,
ФИО_548,0,Участник мероприятия,Программные решения для бизнеса; ,"Токарь, оператор станков с ПУ",Инженер,2017-11-15,"""ОАО """"Российский концерн по производству электрической и тепловой энергии на атомных станциях """"Росэнергоатом""""""",Электромонтаж,1994-05-17,2021,,,2020,,29.192645616042434,0.07012168787961535,0,31.0764804953189,1.48858443038193,1.8960721011828947
ФИО_172,1,Участник мероприятия,Сетевое и системное администрирование; ,Инженер-конструктор,,"11,2007","""ФГУП """"Всероссийский научно-исследовательский институт автоматики им. Н.Л. Духова""""""",,,,,,,,0.0,,0,,,
ФИО_44,1,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Электромонтер по ремонту и обслуживанию электрооборудования,Инженер,,,,30.05.1981,2019-11-18,,,,,0.0,0.10831481935450592,0,39.61880342986764,,
ФИО_144,0,Участник мероприятия,Электроника; ,главный эксперт,Инженер,2003-04-01,"АО ФЦНИВТ СНПО ""ЭЛЕРОН""",,1981-08-13,2001-01-25,,,,,15.562393932769673,,0,,,
ФИО_289,0,Участник мероприятия,Информационная безопасность; ,Главный специалист,,2018-09-01,"""АО """"Государственный специализированный проектный институт""""""",,,,,,,,27.17868841426881,,0,,,
ФИО_495,1,Участник мероприятия,Информационная безопасность; ,Инженер-конструктор 3 кат,,мар.14,Балаковоатомэнергоремонт,,09.12.1976,18.12.2017,,,,,0.0,0.1609013150509424,0,22.31826599433019,,
ФИО_536,1,Участник мероприятия,Управление жизненным циклом; ,Электросварщик ручной сварки,,2020,СГТ 037,,30.06.1991,2012-07-18,среднее профессиональное,ИрГУПС,2015;2014,Эксплуатация железных дорог,31.72815762035886,0.0,0,29.459728478146857,,
ФИО_415,0,Участник мероприятия,Инженерное проектирование; ,Специалист по охране труда 2 категории,,"11,2007",Цифровые платформы и решения для умного города,,29.05.1990,,,,,,21.91429985687398,,0,,,
ФИО_516,0,Участник мероприятия,Аналитический контроль; ,водитель автомобиля на специальных перевозках,,"11,2017",ГБПОУ МГОК,,1988-03-23,,,,,,7.110736942783193,,0,,,
ФИО_385,0,Участник мероприятия,Работы на токарных универсальных станках; ,Инженер по качеству,Инженер,2016-10-10,ФГУП ПСЗ,,1984-01-01,2021-05-14,Высшее;Высшее,ИрГУПС,2015;2014,архитектор,71.30726628492046,0.10105898569710013,0,35.2692442814078,1.1589235584647113,2.529404683732441
ФИО_202,0,Участник мероприятия,Охрана окружающей среды; ,Ведущий специалист по охране труда,,2013-09-27,"""АО """"Чепецкий Механический Завод",,1985-08-24,,,,,,0.0,,0,,,
ФИО_201,0,Участник мероприятия,Инженерное проектирование; ,,,2014-07-14,"""ПАО """"Ковровский механический завод""""""",,,,,,,,0.0,,0,,,
ФИО_51,0,Участник мероприятия,Электроника; ,Лаборант химического анализа 6 разряда,Инженер,02.09.2019,"""АО """"Сибирский химический комбинат""""""",Аналитический контроль,1986-10-06,2021-05-14,среднее профессиональное,,2015;2014,13.04.02 Электроэнергетика и электротехника,15.050770914690869,,0,41.22591102657415,,
ФИО_601,0,Участник мероприятия,Инженерное проектирование; ,Монтажник,,2003-04-01,"АО ""Чепецкий механический завод""",,10.05.1980,"10,2021",,,,,0.0,,0,,,
ФИО_254,0,Участник мероприятия,Технологии композитов; ,Монтажник,Инженер,,"""ФГУП """"Российский федеральный ядерный центр–Всероссийский научно- исследовательский институт экспериментальной физики"""" Государственной корпорации по атомной энергии """"Росатом""""""",,1983-12-14,2022-01-10,,,,,15.422325744963661,,0,,,
ФИО_308,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Ведущий инженер,,-,"АО ""КОНЦЕРН ТИТАН-2""",,22.06.1993,,,,,Эксплуатация железных дорог,0.0,0.0,0,32.31340743026938,1.4864636684951211,1.8832668989368666
ФИО_422,0,Участник мероприятия,Строительный контроль; ,Ведущий инженер ЦТАИ,,2006-06-01,"""АКЦИОНЕРНОЕ ОБЩЕСТВО """"НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ КОНСТРУКЦИОННЫХ МАТЕРИАЛОВ НА ОСНОВЕ ГРАФИТА """"НИИГРАФИТ""""""",,14.12.1986,,,,,,18.760973380227952,0.0,0,43.14576207934755,1.1048028141288342,2.6899605546639314
ФИО_610,0,Участник мероприятия,Машинное обучение и большие данные; ,инженер химической лаборатории,Инженер,июл.01,ООО «Додо Инжиниринг»,Водитель,01.05.1985,2014-07-07,,,,,0.0,,0,,,
ФИО_293,1,Участник мероприятия,Промышленная механика и монтаж; ,Техних по охране труда,,"11,2017","""Филиал АО """"Русатом Инфраструктурные Решения"""" в г. Глазове""",,,,среднее профессиональное,НИУ «МЭИ»,,Эксплуатация железных дорог,5.798754296462516,,0,,,
ФИО_561,0,Участник мероприятия,Охрана окружающей среды; ,Бетонщик 4р,Инженер,2016-02-24,"""ОАО """"Российский концерн по производству электрической и тепловой энергии на атомных станциях """"Росэнергоатом""""""",,,2015-04-06,,,,,43.20463495788506,,0,,,
ФИО_461,0,Участник мероприятия,Электроника; ,,Инженер,,ОКБМ АФРИКАНТОВ ,,,,,,,,0.0,,0,,,
ФИО_339,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Слесарь по контрольно измерительным приборам и автоматике,,07.2021,Служба управления проектами,,13.07.1989,2014-03-04,,,,,0.0,0.03558261510606531,0,26.580287703535088,1.452472194435135,2.0458837841717084
ФИО_500,0,Участник мероприятия,Работы на токарных универсальных станках; ,Инженер-конструктор 3 категории,,2016-10-10,Казанский (Приволжский) федеральный университет,,22.06.1992,2020,,,,,22.132235847481983,0.1481225724355504,0,29.185037241068507,,
ФИО_383,0,Участник мероприятия,Мехатроника; ,Инженер-технолог 2 категории,,,Ремонтно-строительно-монтажный цех 097,,,,,,,,45.42175735329509,0.06351375493317034,0,33.175462919778944,1.508751215497164,
ФИО_101,0,Участник мероприятия,Мехатроника; ,Водитель,,,АО «ОКБМ АФРИКАНТОВ»,,,,,,,,10.409559411564057,,0,,,
ФИО_450,1,Участник мероприятия,Работы на токарных универсальных станках; ,Электрогазосварщик 6-го разряда,,2009-09-28,"""ФГУП """"Предприятие по обращению с радиоактивными отходами """"РосРАО""""""",,23.06.2002,2014-04-21,,ГБПОУ МИК,2019;2000,,59.86601585996976,0.14337440327312978,0,26.21461917296127,,
ФИО_438,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,,,,НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЯДЕРНЫЙ УНИВЕРСИТЕТ «МИФИ» ОБНИНСКИЙ ИНСТИТУТ АТОМНОЙ ЭНЕРГЕТИКИ,,1986-09-18,,,,,,14.758126521119856,0.25920742682512343,0,28.076960429493823,1.355984345322488,2.0891391420402354
ФИО_7,0,Участник мероприятия,Инженерное мышление. Каракури; ,инженер-конструктор 2 категории,,ноя.07,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,02.02.1986,2018-06-04,,,,,27.49661195968855,0.15734867639649713,0,30.50650775256047,,
ФИО_634,0,Участник мероприятия,Инженерное мышление. Каракури; ,руководитель группы,,2019-04-01,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1987-07-23,,,,,,0.0,,0,,,
ФИО_575,1,Участник мероприятия,Управление жизненным циклом; ,токарь,,2004-03-05,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1986-04-10,2000-07-03,,,,Промышленное и гражданское строительство,1.0221093328678776,0.028701960495612376,0,31.715459700751598,1.3346251380721224,
ФИО_476,0,Участник мероприятия,Строительный контроль; ,Инженер по качеству,Инженер,2003-04-01,Сметно-договорной отдел УКС,,1987-07-21,,,,,,20.615468558480757,,0,,,
ФИО_481,1,Участник мероприятия,Строительный контроль; ,Электромонтер,Специалист (рабочие специальности),май.12,Служба главного технолога,нет в предлагаемом списке,1989-11-26,2011-03-16,Высшее,,,,13.991828854740703,0.15363267903938904,0,33.59364440714703,1.0,1.5310128979649447
ФИО_410,0,Участник мероприятия,Промышленная автоматика; ,Инженер по качеству,,мар.07,Нет,,20.01.1981,2021-08-04,,,,,19.81066135127816,,0,,,
ФИО_412,0,Участник мероприятия,Управление жизненным циклом; ,начальник группы,,08.2005,"АО ""Гринатом""",,,,,,,,0.0,,0,,,
ФИО_227,1,Участник мероприятия,Машинное обучение и большие данные; ,Специалист,,2016-03-01,АО «Атомтехэнерго» Московский филиал «Центратомтехэнерго»,,1996-08-24,,,,,,62.72907517131606,,0,,,
ФИО_157,1,Участник мероприятия,Охрана окружающей среды; ,Эксперт,,май.16,АО Гринатом,,1998-12-21,2003-02-22,среднее профессиональное,ИрГУПС,2015;2014,Эксплуатация железных дорог,29.913862089519682,,0,,,
ФИО_217,1,Участник мероприятия,Сетевое и системное администрирование; ,Электромонтер по ремонту и обслуживанию оборудования,,28-03-2022,ФГУП РФЯЦ ВНИИЭФ,,06.12.1981,2013-04-25,Высшее,,,08.04.01 Строительство,26.304417622876663,,0,,,
ФИО_68,1,Участник мероприятия,Технологии композитов; ,,,2014-03-04,Департамент информационных технологий ГХК,,,2013,,"ФГАОУ ВПО «Сибирский федеральный университет», г.Красноярск",,,63.41015274793731,,0,,,
ФИО_128,1,Участник мероприятия,Сетевое и системное администрирование; ,Оператор ПУ,,2016-01-18,"""АО """"ВПО"""" Точмаш"""" - Центр ОКР",,1990-08-30,2018-09-01,,НТИ НИЯУ МИФИ,2012,,30.623807617091295,0.09823684554787518,0,35.283943747953785,,
ФИО_457,1,Участник мероприятия,Управление жизненным циклом; ,Главный специалист,,2022,"Акционерное общество ""Ведущий проектно-изыскательский и научно-исследовательский институт промышленной технологии""",,20.06.1983,,,,,,0.0,0.08008570188953015,0,30.29019538781652,1.422572748212891,1.9575059807801836
ФИО_700,0,Участник мероприятия,Информационная безопасность; ,,,04.2007,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1999-10-11,,,,,,35.14874035191322,,0,,,
ФИО_469,1,Участник мероприятия,Квантовые технологии; ,Монтажник,,"11,2018",ФГАОУ ВО «Национальный исследовательский ядерный университет «МИФИ»,,1999-02-18,2008-03-10,,,,,45.99645983489275,,0,,,
ФИО_564,0,Участник мероприятия,Аналитический контроль; ,Инженер-конструктор,,06.2018,"Филиал АО ""Концерн Росэнергоатом"" ""Балаковская атомная станция""",,09.06.1997,2014,,НИЯУ МИФИ,,,36.7118416979318,0.031187027133162015,0,36.68940850342175,1.0,2.3797324828736164
ФИО_260,0,Участник мероприятия,Мехатроника; ,Инженер,,06.2018,Подразделение Multi-D,,,,,,,,22.74170257478018,,0,,,
ФИО_544,0,Участник мероприятия,Электромонтаж; ,главный специалист,Нет,2016-10-10,Общество с ограниченной ответственностью «Производственное ремонтно-эксплуатационное хозяйство Горно-химического комбина,Программист,1999-02-18,2021-05-14,,,,,16.37474620490585,0.0,0,33.2675324492641,1.643347831206155,2.2172153768472556
ФИО_175,0,Участник мероприятия,Аналитический контроль; ,Главный специалист,,2001-02-09,"""АО """"Высокотехнологический научно-исследовательский институт неорганических материалов имени академика А.А. Бочвара""""""",,,,,,,,7.078402523678978,,0,,,
ФИО_283,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Главный эксперт,,07.2016,"""АО """"Уральский электрохимический комбинат""""""",,1985-01-14,2022-04-11,,,,,32.04389521303297,,0,,,
ФИО_143,0,Участник мероприятия,Работы на токарных универсальных станках; ,инженер-конструктор 2 категории,Нет,июл.12,"""АО """"Консист-Оператор-Связи""""""",Радиационный контроль,1969-06-17,2001-08-03,,,,,31.50928558905325,0.10494169211211368,0,33.225619436650746,1.2824386378745418,1.6009423764644704
ФИО_129,0,Участник мероприятия,Инженерное проектирование; ,Главный эксперт отдела по развитию персонала,Инженер,1994-07-31,"""ООО """"НПО""""Центротех""""""""""",Программист,,2019-09-05,,,,,0.0,,0,,,
